AErathi Berserker	LEG:131
Sasaya, Orochi Ascendant	SOK:145
Sasaya, Orochi Ascendant // Sasaya's Essence	SOK:145
Saskia the Unyielding	C16:41
Satyr Enchanter	M19:223
Satyr Firedancer	BNG:108
Satyr Grovedancer	JOU:139
Satyr Hedonist	THS:174
Satyr Hoplite	JOU:110
Satyr Nyx-Smith	BNG:109
Satyr Piper	THS:175
Satyr Rambler	THS:139
Satyr Wayfinder	M15:198
Satyr's Cunning	THB:152
Sauroform Hybrid	RNA:140
Savaen Elves	DRK:47
Savage Alliance	EMN:140
Savage Beating	DST:67
Savage Conception	EVE:75
Savage Firecat	ODY:218
Savage Gorger	M20:291
Savage Gorilla	APC:85
Savage Hunger	ALA:147
Savage Knuckleblade	KTK:197
Savage Lands	MM3:243
Savage Offensive	INV:162
Savage Punch	KTK:147
Savage Silhouette	ZEN:181
Savage Smash	RNA:203
Savage Stomp	XLN:205
Savage Summoning	M14:194
Savage Surge	THS:176
Savage Swipe	MH1:178
Savage Thallid	TSP:213
Savage Twister	MM2:185
Savage Ventmaw	DTK:231
Savageborn Hydra	DGM:100
Savai Crystal	IKO:239
Savai Sabertooth	IKO:29
Savai Thundermane	IKO:205
Savai Triome	IKO:312
Savannah	VMA:311
Savannah Lions	ME4:24
Savannah Sage	M20:284
Saving Grace	HOU:21
Saving Grasp	DKA:46
Savor the Moment	SHM:50
Savra, Queen of the Golgari	RAV:225
Savvy Hunter	ELD:200
Sawback Manticore	MIR:341
Sawtooth Loon	PLS:123
Sawtooth Ogre	WTH:114
Sawtooth Thresher	5DN:149
Scab-Clan Berserker	PPRE:231
Scab-Clan Charger	GTC:131
Scab-Clan Giant	DGM:101
Scab-Clan Mauler	GPT:128
Scabland	VMA:312
Scald	USG:211
Scalding Cauldron	ELD:229
Scalding Devil	AVR:155
Scalding Salamander	EXO:100
Scalding Tarn	EXP:22
Scalding Tongs	TMP:297
Scaldkin	KTK:52
Scale Blessing	DTK:35
Scale Up	MH1:179
Scale of Chiss-Goria	MRD:236
Scale the Heights	ZNR:202
Scalebane's Elite	VIS:135
Scaled Behemoth	E01:117
Scaled Hulk	BOK:143
Scaled Wurm	ICE:150
Scaleguard Sentinels	MGDC:43
Scalelord Reckoner	C17:6
Scalpelexis	JUD:50
Scampering Scorcher	M20:158
Scandalmonger	MMQ:158
Scapegoat	STH:114
Scapeshift	MOR:136
Scar	SHM:194
Scarab Feast	AKH:106
Scarab of the Unseen	ALL:171
Scarblade Elite	MOR:77
Scare Tactics	EXO:73
Scarecrone	JMP:482
Scarecrow	ME4:225
Scarland Thrinax	CON:123
Scarred Puma	INV:163
Scarred Vinebreeder	LRW:138
Scars of the Veteran	ME2:34
Scarscale Ritual	SHM:175
Scarwood Bandits	ME4:165
Scarwood Goblins	DRK:119
Scarwood Hag	DRK:49
Scarwood Treefolk	TSP:214
Scathe Zombies	S99:87
Scatter Arc	GTC:48
Scatter the Seeds	RAV:181
Scatter to the Winds	PPRE:290
Scattered Groves	AKH:247
Scattering Stroke	LRW:82
Scattershot	SCG:102
Scattershot Archer	CON:90
Scavenged Blade	ZNR:157
Scavenged Weaponry	INV:123
Scavenger Drake	MM2:93
Scavenger Folk	ME4:166
Scavenger Grounds	HOU:182
Scavenging Ghoul	ME4:95
Scavenging Harpy	THB:114
Scavenging Ooze	MM3:134
Scavenging Scarab	DST:51
Scent of Brine	UDS:45
Scent of Cinder	UDS:96
Scent of Ivy	UDS:120
Scent of Jasmine	UDS:17
Scent of Nightshade	UDS:69
Scepter of Dominance	CON:17
Scepter of Empires	M12:216
Scepter of Fugue	CON:53
Scepter of Insight	CON:33
Scheming Symmetry	M20:113
Schismotivate	GPT:129
Scholar of Athreos	THS:28
Scholar of Stars	M19:71
Scholar of the Ages	M20:74
Scholar of the Lost Trove	JMP:14
School of Piranha	EXO:45
School of the Unseen	ALL:186
Scion Summoner	OGW:123
Scion of Darkness	LGN:79
Scion of Glaciers	KTK:53
Scion of Oona	MMA:63
Scion of Ugin	DTK:1
Scion of Vitu-Ghazi	DGM:7
Scion of the Swarm	ZNR:121
Scion of the Ur-Dragon	TSP:246
Scion of the Wild	RAV:182
Scissors Lizard	UGL:80
Scorch Rider	ZNR:158
Scorch Spitter	M20:159
Scorch the Fields	DKA:103
Scorched Earth	TMP:200
Scorched Ruins	WTH:166
Scorched Rusalka	MM3:110
Scorching Dragonfire	M21:158
Scorching Lava	INV:164
Scorching Missile	ODY:219
Scorching Spear	S99:116
Scorching Winds	POR:155
Scorchmark	RNA:113
Scorchwalker	GTC:104
Scoria Cat	PCY:101
Scoria Elemental	SOM:102
Scoria Wurm	USG:212
Scorned Villager	DKA:125
Scorned Villager // Moonscarred Werewolf	DKA:125
Scornful Aether-Lich	CON:34
Scornful Egotist	SCG:50
Scour	UDS:18
Scour All Possibilities	MH1:67
Scour from Existence	BFZ:13
Scour the Laboratory	EMN:73
Scoured Barrens	M21:250
Scourge Devil	MM3:111
Scourge Servant	MBS:54
Scourge Wolf	SOI:179
Scourge of Fleets	PPRE:79
Scourge of Geier Reach	ISD:162
Scourge of Kher Ridges	FUT:107
Scourge of Nel Toth	JMP:274
Scourge of Numai	BOK:80
Scourge of Skola Vale	BNG:137
Scourge of Valkas	M14:151
Scourge of the Nobilis	EVE:146
Scourge of the Skyclaves	ZNR:122
Scourge of the Throne	VMA:184
Scourgemark	THS:105
Scourglass	ALA:25
Scouring Sands	BNG:110
Scout the Borders	KTK:148
Scout's Warning	FUT:16
Scouting Trek	INV:210
Scrabbling Claws	RNA:238
Scragnoth	TSB:83
Scrambleverse	M12:153
Scrap	USG:213
Scrap Mastery	C14:38
Scrap Trawler	MBP:164
Scrapbasket	SHM:262
Scrapdiver Serpent	SOM:41
Scrapheap	ULG:132
Scrapheap Scrounger	KLD:231
Scrapper Champion	AER:97
Scrapskin Drake	ORI:69
Scrapyard Mongrel	M15:160
Scrapyard Recombiner	MH1:227
Scrapyard Salvo	NPH:94
Screaming Fury	5DN:78
Screaming Seahawk	ONS:112
Screaming Shield	RNA:239
Screamreach Brawler	DTK:155
Screams from Within	DST:52
Screams of the Damned	ODY:160
Screeching Bat	ISD:114
Screeching Bat // Stalking Vampire	ISD:114
Screeching Buzzard	ONS:165
Screeching Drake	P02:44
Screeching Griffin	RAV:29
Screeching Harpy	TPR:116
Screeching Phoenix	GS1:30
Screeching Silcaw	SOM:42
Screeching Skaab	ORI:70
Screeching Sliver	TSP:75
Scrib Nibblers	WWK:66
Scribe of the Mindful	AKH:68
Scrivener	VMA:91
Scroll Rack	TMP:298
Scroll Thief	M14:69
Scroll of Avacyn	JMP:483
Scroll of Griselbrand	AVR:221
Scroll of Origins	SOK:159
Scroll of the Masters	FRF:163
Scrounge	DST:53
Scrounged Scythe	SOI:256
Scrounged Scythe // Harvest Hand	SOI:256
Scrounger of Souls	HOU:76
Scrounging Bandar	JMP:428
Scrubland	VMA:313
Scryb Ranger	TSP:215
Scryb Sprites	MED:128
Scrying Glass	UDS:137
Scrying Sheets	CSP:149
Sculpting Steel	MRD:238
Scute Mob	ZEN:182
Scute Swarm	ZNR:203
Scuttlegator	RNA:218
Scuttlemutt	SHM:263
Scuttling Death	MM2:94
Scuttling Doom Engine	M15:229
Scuttling Sliver	MH1:68
Scuzzback Marauders	SHM:216
Scuzzback Scrapper	SHM:217
Scythe Leopard	MBP:141
Scythe Specter	CMD:97
Scythe Tiger	ZEN:183
Scythe of the Wretched	MRD:239
Scytheclaw	C15:53
Sea Drake	VMA:92
Sea Eagle	S99:50
Sea Gate Banneret	ZNR:36
Sea Gate Colossus	ZNR:251
Sea Gate Loremaster	ZEN:63
Sea Gate Oracle	ROE:85
Sea Gate Restoration	ZNR:76
Sea Gate Stormcaller	ZNR:77
Sea Gate Wreckage	OGW:177
Sea Gate, Reborn	ZNR:76
Sea God's Revenge	THS:61
Sea God's Scorn	THB:63
Sea Kings' Blessing	LEG:75
Sea Legs	RIX:50
Sea Monster	TPR:65
Sea Scryer	MIR:90
Sea Serpent	ME4:60
Sea Snidd	PLS:31
Sea Spirit	ME2:65
Sea Sprite	MED:48
Sea Troll	HML:49
Sea of Clouds	BBD:84
Sea's Claim	ONS:113
Sea-Dasher Octopus	IKO:66
Seachrome Coast	SOM:229
Seacoast Drake	M14:70
Seafarer's Quay	LEG:251
Seafloor Debris	ODY:325
Seafloor Oracle	RIX:51
Seafloor Stalker	ZNR:78
Seagraf Skaab	SOI:84
Seahunter	NEM:41
Seal Away	DOM:31
Seal of Cleansing	VMA:43
Seal of Doom	NEM:70
Seal of Fire	NEM:98
Seal of Primordium	PLC:153
Seal of Removal	NEM:42
Seal of Strength	NEM:115
Seal of the Guildpact	C15:54
Sealed Fate	MIR:342
Sealock Monster	THS:62
Seance	MM3:22
Search Warrant	RTR:193
Search for Azcanta	XLN:74
Search for Azcanta // Azcanta, The Sunken Ruin	XLN:74
Search for Survivors	PCY:102
Search for Tomorrow	TSP:216
Search the City	RTR:49
Searchlight Geist	AVR:119
Searing Barrage	ELD:140
Searing Blaze	WWK:90
Searing Blood	BNG:111
Searing Flesh	ONS:225
Searing Light	OGW:33
Searing Meditation	RAV:226
Searing Rays	INV:165
Searing Spear	M13:147
Searing Spear Askari	MIR:191
Searing Touch	TPR:155
Searing Wind	PCY:103
Seascape Aerialist	ZEN:64
Seashell Cameo	INV:311
Seaside Citadel	MM3:245
Seaside Haven	ONS:323
Seasinger	MED:49
Season of Growth	M20:191
Season of the Witch	DRK:14
Season's Beatings	HHO:9
Seasonal Ritual	ELD:300
Seasoned Hallowblade	M21:34
Seasoned Marshal	USG:44
Seasoned Pyromancer	MH1:145
Seasoned Tactician	ALL:150
Seasons Past	SOI:226
Seat of the Synod	MRD:283
Secluded Glen	LRW:271
Secluded Steppe	VMA:314
Second Chance	ULG:41
Second Guess	AVR:74
Second Harvest	SOI:227
Second Sight	DST:33
Second Sunrise	MRD:20
Second Thoughts	ODY:45
Second Wind	FUT:57
Secret Plans	KTK:198
Secret Salvage	AER:71
Secret Summoning	CNS:9
Secretkeeper	SOK:54
Secrets of Paradise	CNS:10
Secrets of the Dead	DKA:48
Secrets of the Golden City	RIX:52
Secure the Scene	M21:35
Secure the Wastes	DTK:36
Security Blockade	RTR:20
Security Detail	MMQ:47
Sedge Scorpion	THS:177
Sedge Sliver	TSP:177
Sedge Troll	ME4:135
Sedraxis Alchemist	CON:54
Sedraxis Specter	MM3:181
Sedris, the Traitor King	ALA:193
See Beyond	ROE:86
See Red	RIX:112
See the Truth	M21:69
See the Unwritten	KTK:149
Seed Guardian	OGW:143
Seed Spark	RAV:30
Seed the Land	SOK:146
Seedborn Muse	LGN:138
Seedcradle Witch	SHM:241
Seedguide Ash	LRW:235
Seedling Charm	MIR:138
Seeds of Innocence	MIR:139
Seeds of Renewal	C16:24
Seeds of Strength	RAV:227
Seedtime	JUD:130
Seek	DIS:151
Seek // Hide	DIS:151
Seek the Horizon	SOK:147
Seek the Wilds	BFZ:189
Seeker	LEG:204
Seeker of Insight	AKH:69
Seeker of Skybreak	TMP:148
Seeker of the Way	MBP:130
Seekers' Squire	XLN:121
Seer of the Last Tomorrow	HOU:44
Seer's Lantern	OGW:165
Seer's Sundial	WWK:130
Seer's Vision	INV:270
Seething Anger	TPR:156
Seething Pathblazer	MOR:101
Seething Song	MRD:104
Segmented Krotiq	DTK:202
Segmented Wurm	TMP:344
Segovian Angel	MH1:25
Segovian Leviathan	LEG:76
Seht's Tiger	FUT:31
Seismic Assault	EXO:101
Seismic Elemental	ORI:161
Seismic Mage	MMQ:211
Seismic Rupture	DTK:156
Seismic Shift	DOM:141
Seismic Shudder	ZEN:147
Seismic Spike	RAV:141
Seismic Stomp	M14:152
Seismic Strike	M15:280
Seizan, Perverter of Truth	CHK:143
Seize the Day	ODY:220
Seize the Initiative	SOM:20
Seize the Soul	GPT:61
Seizures	ICE:47
Sejiri Glacier	ZNR:37
Sejiri Merfolk	WWK:36
Sejiri Refuge	ZEN:224
Sejiri Shelter	ZNR:37
Sejiri Steppe	WWK:142
Sek'Kuar, Deathkeeper	CSP:131
Sekki, Seasons' Guide	SOK:148
Select for Inspection	KLD:63
Selective Memory	WWK:37
Selective Snare	GRN:53
Selenia, Dark Angel	TPR:210
Selesnya Charm	RTR:194
Selesnya Cluestone	DGM:144
Selesnya Evangel	RAV:228
Selesnya Guildgate	RTR:246
Selesnya Guildmage	RAV:252
Selesnya Keyrune	RTR:233
Selesnya Locket	GRN:240
Selesnya Sagittars	RAV:229
Selesnya Sanctuary	RAV:281
Selesnya Sentry	RTR:21
Selesnya Signet	RAV:270
Self-Assembler	KLD:232
Self-Inflicted Wound	DTK:117
Selfless Cathar	M15:31
Selfless Exorcist	JUD:21
Selfless Savior	M21:393
Selfless Spirit	EMN:40
Selfless Squire	C16:4
Selhoff Occultist	JMP:174
Selkie Hedge-Mage	GRC:20
Sell-Sword Brute	RAV:142
Seller of Songbirds	RTR:22
Selvala's Charge	CNS:39
Selvala's Enforcer	CNS:40
Selvala's Stampede	CN2:71
Selvala, Explorer Returned	VMA:260
Selvala, Heart of the Wilds	JMP:429
Semblance Anvil	SOM:201
Sen Triplets	ARB:109
Senate Courier	RNA:50
Senate Griffin	RNA:219
Senate Guildmage	RNA:204
Send to Sleep	ORI:71
Sengir Autocrat	TSB:45
Sengir Bats	HML:21
Sengir Nosferatu	TSP:128
Sengir Vampire	W17:19
Sengir, the Dark Baron	CMR:149
Sensation Gorger	MOR:102
Sensei Golden-Tail	CHK:44
Sensei's Diving Top	V09:10
Sensei's Divining Top	EMA:232
Senseless Rage	SOI:180
Sensor Splicer	NPH:22
Sensory Deprivation	M14:71
Sentinel	LEG:239
Sentinel Dispatch	CNS:11
Sentinel Sliver	M14:30
Sentinel Spider	M13:189
Sentinel Totem	XLN:245
Sentinel Tower	BBD:79
Sentinel of the Eternal Watch	ORI:30
Sentinel of the Pearl Trident	DOM:65
Sentinel's Eyes	THB:36
Sentinel's Mark	RNA:20
Sentinels of Glen Elendra	LRW:84
Sentry Oak	LRW:38
Sentry of the Underworld	THS:202
Separatist Voidmage	ORI:72
Sephara, Sky's Blade	M20:36
Septic Rats	MBS:55
Sepulchral Primordial	GTC:75
Sequestered Stash	KLD:248
Seraph	MED:26
Seraph Sanctuary	DDQ:33
Seraph of Dawn	AVR:35
Seraph of the Masses	M15:32
Seraph of the Scales	RNA:205
Seraph of the Suns	AKH:28
Seraph of the Sword	M14:31
Serendib Djinn	ME4:61
Serendib Efreet	VMA:93
Serendib Sorcerer	PLC:61
Serene Heart	MIR:140
Serene Master	C13:20
Serene Offering	TMP:252
Serene Remembrance	GTC:132
Serene Steward	BFZ:46
Serene Sunset	JUD:131
Serenity	WTH:140
Sergeant-at-Arms	DOM:32
Serpent Assassin	POR:31
Serpent Generator	MED:164
Serpent Skin	CHK:240
Serpent Warrior	TPR:117
Serpent of Yawning Depths	THB:291
Serpent of the Endless Sea	M10:70
Serpent's Gift	M13:190
Serpentine Basilisk	ONS:280
Serpentine Kavu	INV:211
Serpentine Spike	PPRE:291
Serra Advocate	UDS:19
Serra Angel	W17:3
Serra Ascendant	M11:28
Serra Avatar	USG:45
Serra Avenger	TSP:40
Serra Aviary	ME4:26
Serra Bestiary	ME4:27
Serra Disciple	DOM:34
Serra Inquisitors	HML:120
Serra Paladin	HML:121
Serra Sphinx	PLC:62
Serra Zealot	USG:46
Serra the Benevolent	MH1:26
Serra's Blessing	WTH:141
Serra's Boon	PLC:17
Serra's Embrace	USG:47
Serra's Guardian	M20:310
Serra's Hymn	USG:48
Serra's Liturgy	USG:49
Serra's Sanctum	USG:325
Serrated Arrows	TSB:114
Serrated Biskelion	WTH:156
Serrated Scorpion	IKO:99
Serum Powder	DST:138
Serum Raker	MBS:31
Serum Tank	MRD:240
Serum Visions	MM3:49
Servant of Nefarox	M13:108
Servant of Tymaret	BNG:82
Servant of Volrath	TMP:50
Servant of the Conduit	KLD:169
Servant of the Scale	DTK:203
Serve	DGM:131
Serve // Protect	DGM:131
Servo Exhibition	KLD:27
Servo Schematic	AER:176
Seshiro the Anointed	CHK:241
Set Adrift	KTK:54
Setessan Battle Priest	THS:29
Setessan Champion	THB:198
Setessan Griffin	THS:30
Setessan Oathsworn	BNG:138
Setessan Petitioner	THB:199
Setessan Skirmisher	THB:200
Setessan Starbreaker	BNG:139
Setessan Tactics	JOU:140
Setessan Training	THB:201
Sethron, Hurloon General	JMP:25
Seton's Desire	ODY:268
Seton's Scout	TOR:138
Seton, Krosan Protector	ODY:267
Settle Beyond Reality	MH1:27
Settle the Score	JMP:276
Settle the Wreckage	XLN:34
Seven Dwarves	ELD:141
Sever Soul	MMQ:159
Sever the Bloodline	MM3:84
Severed Legion	ONS:166
Severed Strands	GRN:85
Sewer Nemesis	CMD:98
Sewer Rats	MIR:37
Sewer Shambler	RTR:75
Sewerdreg	RAV:104
Sewers of Estark	MBP:2
Sewn-Eye Drake	ARB:135
Shacklegeist	M21:70
Shackles	TPR:26
Shade of Trokair	PLC:18
Shade's Breath	ONS:167
Shade's Form	TOR:81
Shadow Alley Denizen	GTC:76
Shadow Glider	BFZ:47
Shadow Guildmage	TSB:46
Shadow Lance	GPT:14
Shadow Rider	WTH:21
Shadow Rift	TPR:66
Shadow Slice	GTC:77
Shadow Sliver	TSP:76
Shadow Stinger	ZNR:123
Shadow of Doubt	RAV:253
Shadow of the Grave	AKH:107
Shadowbane	MIR:242
Shadowblood Egg	ODY:308
Shadowblood Ridge	ODY:326
Shadowborn Apostle	M14:114
Shadowborn Demon	M14:115
Shadowcloak Vampire	M15:113
Shadowed Caravel	XLN:246
Shadowfeed	ALA:86
Shadowmage Infiltrator	TSB:99
Shadows of the Past	ORI:118
Shadows' Verdict	ZNR:124
Shadowspear	THB:236
Shadowstorm	TPR:157
Shadowstorm Vizier	AKH:206
Shaggy Camel	UST:22
Shah of Naar Isle	FUT:119
Shahrazad	ARN:67
Shake the Foundations	RIX:113
Shalai, Voice of Plenty	DOM:35
Shaleskin Bruiser	ONS:226
Shaleskin Plower	LGN:110
Shallow Grave	MIR:39
Shaman en-Kor	TPR:27
Shaman of Forgotten Ways	DTK:204
Shaman of Spring	M15:199
Shaman of the Great Hunt	PPRE:146
Shaman of the Pack	ORI:217
Shaman's Trance	JUD:98
Shamanic Revelation	PPRE:147
Shamble Back	SOI:134
Shambleshark	GTC:193
Shambling Attendants	KTK:89
Shambling Ghoul	ORI:119
Shambling Goblin	JMP:277
Shambling Remains	DDN:12
Shambling Shell	RAV:230
Shambling Strider	MED:129
Shambling Suit	ELD:230
Shambling Swarm	TOR:82
Shambling Vent	PPRE:292
Shanna, Sisay's Legacy	DOM:204
Shanodin Dryads	LEB:125
Shape Anew	SOM:43
Shape Stealer	SOK:55
Shape of the Wiitigo	CSP:120
Shape the Sands	DTK:205
Shaper Apprentice	XLN:75
Shaper Guildmage	MIR:91
Shaper Parasite	PLC:46
Shapers of Nature	XLN:228
Shapers' Sanctuary	XLN:206
Shapesharer	LRW:85
Shapeshifter	ME4:226
Shapeshifter's Marrow	FUT:58
Shard Convergence	CON:91
Shard Phoenix	TPR:158
Shard Volley	MOR:103
Shard of Broken Glass	SOI:262
Sharding Sphinx	JMP:176
Shardless Agent	PCA:104
Shared Animosity	MOR:104
Shared Discovery	ROE:87
Shared Fate	MRD:49
Shared Summons	M20:193
Shared Trauma	CMD:99
Shared Triumph	ONS:53
Shark Typhoon	IKO:67
Sharktocrab	RNA:206
Sharpened Pitchfork	ISD:232
Sharuum the Hegemon	V11:11
Shatter	TPR:159
Shatter Assumptions	MH1:106
Shatter the Sky	THB:37
Shattered Angel	NPH:23
Shattered Crypt	WTH:22
Shattered Dreams	5DN:59
Shattered Perception	DKA:104
Shattergang Brothers	C13:213
Shattering Blow	GTC:225
Shattering Pulse	EXO:102
Shattering Spree	GPT:75
Shatterskull Charger	ZNR:159
Shatterskull Giant	ZEN:148
Shatterskull Minotaur	ZNR:160
Shatterskull Recruit	BFZ:155
Shatterskull Smashing	ZNR:161
Shatterskull, the Hammer Pass	ZNR:161
Shatterstorm	ATQ:93
Shauku's Minion	MIR:343
Shauku, Endbringer	MIR:40
Shed Weakness	AKH:185
Sheer Drop	DDP:9
Shefet Dunes	HOU:183
Shefet Monitor	AKH:186
Shelkin Brownie	LEG:118
Shell Shield	ZNR:79
Shell Skulkin	EVE:173
Shell of the Last Kappa	CHK:269
Shelldock Isle	LRW:272
Shelter	VMA:44
Sheltered Aerie	DTK:206
Sheltered Thicket	AKH:248
Sheltered Valley	ALL:187
Sheltering Ancient	CSP:121
Sheltering Light	XLN:35
Sheltering Prayers	PCY:22
Sheltering Word	AVR:192
Shenanigans	MH1:146
Sheoldred, Whispering One	PPRE:49
Shepherd of Heroes	ZNR:38
Shepherd of Rot	ONS:168
Shepherd of the Flock	ELD:28
Shepherd of the Lost	ZEN:34
Shidako, Broodmistress	CHK:233
Shidako, Broodmistress // Orochi Eggwatcher	CHK:233
Shield Bearer	ME2:35
Shield Dancer	PCY:23
Shield Mare	M19:37
Shield Mate	EXO:19
Shield Sphere	MED:166
Shield Wall	LEG:205
Shield of Duty and Reason	APC:16
Shield of Kaldra	PPRE:22
Shield of the Ages	MED:165
Shield of the Avatar	M15:230
Shield of the Oversoul	SHM:242
Shield of the Realm	DOM:228
Shield of the Righteous	ARB:11
Shield's Might	ELD:298
Shielded Aether Thief	AER:44
Shielded Passage	GTC:24
Shielded by Faith	C15:8
Shieldhide Dragon	DTK:37
Shielding Plax	DIS:147
Shieldmage Advocate	JUD:22
Shieldmage Elder	ONS:54
Shieldmate's Blessing	ZEN:35
Shields of Velis Vel	LRW:39
Shifting Borders	SOK:56
Shifting Ceratops	M20:194
Shifting Loyalties	FRF:51
Shifting Shadow	C17:28
Shifting Sky	PLS:32
Shifting Sliver	LGN:52
Shifting Wall	STH:134
Shifty Doppelganger	ODY:101
Shimatsu the Bloodcloaked	CHK:186
Shimian Night Stalker	LEG:30
Shimian Specter	M13:109
Shimmer	MIR:92
Shimmer Dragon	ELD:317
Shimmer Myr	MBS:129
Shimmer of Possibility	RNA:51
Shimmering Barrier	USG:50
Shimmering Efreet	VIS:42
Shimmering Glasskite	BOK:51
Shimmering Grotto	PCA:126
Shimmering Mirage	APC:30
Shimmering Wings	TMP:87
Shimmerscale Drake	AKH:70
Shimmerwing Chimera	THB:64
Shinechaser	ELD:201
Shinen of Fear's Chill	SOK:88
Shinen of Flight's Wings	SOK:57
Shinen of Fury's Fire	SOK:112
Shinen of Life's Roar	SOK:149
Shinen of Stars' Light	SOK:28
Shinewend	MOR:23
Shining Aerosaur	XLN:36
Shining Armor	ELD:29
Shining Shoal	BOK:21
Shinka Gatekeeper	BOK:117
Shinka, the Bloodsoaked Keep	CHK:282
Shipbreaker Kraken	THS:63
Shipwreck Dowser	M21:71
Shipwreck Looter	XLN:76
Shipwreck Moray	AER:45
Shipwreck Singer	THS:203
Shirei, Shizo's Caretaker	BOK:81
Shisato, Whispering Hunter	CHK:242
Shiv's Embrace	USG:214
Shivan Dragon	W17:22
Shivan Emissary	INV:166
Shivan Fire	DOM:142
Shivan Gorge	V12:12
Shivan Harvest	INV:167
Shivan Hellkite	USG:215
Shivan Meteor	PLC:106
Shivan Oasis	INV:327
Shivan Phoenix	ULG:91
Shivan Raptor	USG:216
Shivan Reef	ORI:251
Shivan Sand-Mage	FUT:108
Shivan Wumpus	PLC:121
Shivan Wurm	VMA:261
Shivan Zombie	INV:271
Shizo, Death's Storehouse	CHK:283
Shizuko, Caller of Autumn	BOK:144
Shoal Kraken	THB:65
Shoal Serpent	ZEN:65
Shock	STH:98
Shock Troops	MMQ:212
Shocker	TMP:204
Shockmaw Dragon	FRF:114
Shore Keeper	XLN:77
Shore Snapper	ALA:87
Shorecrasher Elemental	DTK:73
Shorecrasher Mimic	EVE:159
Shoreline Raider	INV:73
Shoreline Ranger	SCG:51
Shoreline Salvager	WWK:67
Short Sword	M21:236
Shoulder to Shoulder	OGW:34
Shoving Match	MMQ:103
Show and Tell	USG:96
Show of Valor	M20:311
Shower of Coals	ODY:221
Shower of Sparks	USG:217
Showstopper	DGM:102
Shrapnel Blast	MRD:106
Shred Memory	RAV:105
Shredded Sails	IKO:136
Shredding Winds	THS:178
Shreds of Sanity	EMN:141
Shrewd Hatchling	MM2:198
Shrewd Negotiation	KLD:64
Shriek Raptor	NPH:24
Shriek of Dread	PLS:53
Shriekdiver	WAR:103
Shriekgeist	DKA:49
Shriekhorn	MBS:130
Shrieking Affliction	RTR:76
Shrieking Drake	VIS:43
Shrieking Grotesque	GPT:15
Shrieking Mogg	NEM:99
Shrieking Specter	S99:89
Shriekmaw	LRW:139
Shrike Harpy	BNG:83
Shrill Howler	EMN:168
Shrine of Boundless Growth	NPH:152
Shrine of Burning Rage	NPH:153
Shrine of Limitless Power	NPH:154
Shrine of Loyal Legions	NPH:155
Shrine of Piercing Vision	NPH:156
Shrine of the Forsaken Gods	PPRE:293
Shrink	ME2:175
Shrivel	ROE:126
Shriveling Rot	DST:54
Shrouded Lore	PLC:91
Shrouded Serpent	PCY:47
Shu Cavalry	PTK:19
Shu Defender	PTK:20
Shu Elite Companions	PTK:21
Shu Elite Infantry	PTK:22
Shu Farmer	PTK:23
Shu Foot Soldiers	PTK:24
Shu General	PTK:25
Shu Grain Caravan	PTK:26
Shu Soldier-Farmers	PTK:27
Shu Yun, the Silent Tempest	PPRE:148
Shuko	BOK:159
Shunt	DST:68
Shuriken	BOK:160
Shyft	ME2:66
Sibilant Spirit	ME2:67
Sibsig Host	FRF:82
Sibsig Icebreakers	DTK:119
Sibsig Muckdraggers	FRF:83
Sick and Tired	ULG:66
Sicken	USG:156
Sickening Dreams	TOR:83
Sickening Shoal	BOK:82
Sickle Dancer	BBD:50
Sickle Ripper	SHM:77
Sickleslicer	NPH:157
Sidar Jabari	VMA:45
Sidar Kondo of Jamuraa	C16:42
Sideswipe	CHK:187
Sidewinder Naga	HOU:134
Sidewinder Sliver	TSP:41
Sidisi's Faithful	DTK:74
Sidisi's Pet	KTK:90
Sidisi, Brood Tyrant	PPRE:117
Sidisi, Undead Vizier	PPRE:189
Siege Behemoth	CMA:144
Siege Dragon	PPRE:86
Siege Mastodon	M20:312
Siege Modification	AER:99
Siege Rhino	PPRE:118
Siege Striker	M21:37
Siege Wurm	RAV:183
Siege of Towers	GPT:76
Siege-Gang Commander	SCG:103
Siegebreaker Giant	M19:157
Siegecraft	KTK:23
Siegehorn Ceratops	RIX:171
Sift	TPR:67
Sift Through Sands	DDS:9
Sifter Wurm	HOU:135
Sifter of Skulls	OGW:77
Sigarda's Aid	EMN:41
Sigarda, Heron's Grace	SOI:250
Sigarda, Host of Herons	AVR:210
Sigardian Priest	EMN:42
Sight Beyond Sight	DTK:75
Sight of the Scalelords	DTK:207
Sighted-Caste Sorcerer	ALA:26
Sightless Brawler	JOU:24
Sightless Ghoul	DKA:73
Sigil Blessing	MM2:187
Sigil Captain	CMD:225
Sigil Tracer	MOR:49
Sigil of Distinction	ALA:219
Sigil of Sleep	UDS:46
Sigil of Valor	ORI:239
Sigil of the Empty Throne	PCA:11
Sigil of the Nayan Gods	ARB:78
Sigil of the New Dawn	ONS:55
Sigiled Behemoth	ARB:79
Sigiled Contender	M21:323
Sigiled Paladin	ALA:27
Sigiled Skink	JOU:111
Sigiled Starfish	ORI:73
Sigiled Sword of Valeron	M19:244
Sign in Blood	MPRP:42
Signal Pest	MBS:131
Signal the Clans	GTC:194
Signpost Scarecrow	JMP:485
Silas Renn, Seeker Adept	C16:43
Silburlind Snapper	SOI:85
Silence	M14:35
Silence the Believers	JOU:82
Silent Arbiter	CNS:204
Silent Artisan	THS:31
Silent Assassin	MMQ:160
Silent Attendant	USG:51
